              table_name               |            column_name             |        data_type         | character_maximum_length | numeric_precision | numeric_scale | is_nullable 
 assinaturas_mecanico                  | user_id                            | uuid                     |                          |                   |               | NO
 assinaturas_mecanico                  | status                             | text                     |                          |                   |               | NO
 assinaturas_mecanico                  | trial_inicio                       | timestamp with time zone |                          |                   |               | NO
 assinaturas_mecanico                  | trial_fim                          | timestamp with time zone |                          |                   |               | NO
 assinaturas_mecanico                  | assinatura_inicio                  | timestamp with time zone |                          |                   |               | YES
 assinaturas_mecanico                  | assinatura_vencimento              | timestamp with time zone |                          |                   |               | YES
 assinaturas_mecanico                  | valor_mensal                       | numeric                  |                          |                10 |             2 | NO
 assinaturas_mecanico                  | ultimo_pagamento_id                | text                     |                          |                   |               | YES
 assinaturas_mecanico                  | created_at                         | timestamp with time zone |                          |                   |               | NO
 assinaturas_mecanico                  | updated_at                         | timestamp with time zone |                          |                   |               | NO
 assinaturas_mecanico                  | proxima_cobranca                   | timestamp with time zone |                          |                   |               | YES
 assinaturas_mecanico                  | role                               | text                     |                          |                   |               | NO
 assinaturas_oficina                   | id                                 | uuid                     |                          |                   |               | NO
 assinaturas_oficina                   | user_id                            | uuid                     |                          |                   |               | NO
 assinaturas_oficina                   | status                             | text                     |                          |                   |               | YES
 assinaturas_oficina                   | trial_ends_at                      | timestamp with time zone |                          |                   |               | YES
 assinaturas_oficina                   | next_payment_at                    | timestamp with time zone |                          |                   |               | YES
 assinaturas_oficina                   | mercado_pago_payment_id            | text                     |                          |                   |               | YES
 assinaturas_oficina                   | mercado_pago_preference_id         | text                     |                          |                   |               | YES
 assinaturas_oficina                   | updated_at                         | timestamp with time zone |                          |                   |               | YES
 assinaturas_oficina                   | created_at                         | timestamp with time zone |                          |                   |               | YES
 audit_logs                            | id                                 | uuid                     |                          |                   |               | NO
 audit_logs                            | user_id                            | uuid                     |                          |                   |               | NO
 audit_logs                            | action                             | text                     |                          |                   |               | NO
 audit_logs                            | table_name                         | text                     |                          |                   |               | NO
 audit_logs                            | record_id                          | text                     |                          |                   |               | YES
 audit_logs                            | old_data                           | jsonb                    |                          |                   |               | YES
 audit_logs                            | new_data                           | jsonb                    |                          |                   |               | YES
 audit_logs                            | ip_address                         | text                     |                          |                   |               | YES
 audit_logs                            | created_at                         | timestamp with time zone |                          |                   |               | NO
 auditoria_transacoes_cartao           | id                                 | uuid                     |                          |                   |               | NO
 auditoria_transacoes_cartao           | user_id                            | uuid                     |                          |                   |               | YES
 auditoria_transacoes_cartao           | empresa_id                         | uuid                     |                          |                   |               | YES
 auditoria_transacoes_cartao           | tabela                             | text                     |                          |                   |               | NO
 auditoria_transacoes_cartao           | operacao                           | text                     |                          |                   |               | NO
 auditoria_transacoes_cartao           | registro_id                        | uuid                     |                          |                   |               | YES
 auditoria_transacoes_cartao           | dados_antigos                      | jsonb                    |                          |                   |               | YES
 auditoria_transacoes_cartao           | dados_novos                        | jsonb                    |                          |                   |               | YES
 auditoria_transacoes_cartao           | ip_address                         | inet                     |                          |                   |               | YES
 auditoria_transacoes_cartao           | user_agent                         | text                     |                          |                   |               | YES
 auditoria_transacoes_cartao           | created_at                         | timestamp with time zone |                          |                   |               | YES
 bancos_cartoes                        | id                                 | uuid                     |                          |                   |               | NO
 bancos_cartoes                        | user_id                            | uuid                     |                          |                   |               | NO
 bancos_cartoes                        | tipo                               | text                     |                          |                   |               | NO
 bancos_cartoes                        | nome                               | text                     |                          |                   |               | NO
 bancos_cartoes                        | banco                              | text                     |                          |                   |               | YES
 bancos_cartoes                        | agencia                            | text                     |                          |                   |               | YES
 bancos_cartoes                        | conta                              | text                     |                          |                   |               | YES
 bancos_cartoes                        | bandeira                           | text                     |                          |                   |               | YES
 bancos_cartoes                        | limite                             | numeric                  |                          |                   |               | YES
 bancos_cartoes                        | saldo_inicial                      | numeric                  |                          |                   |               | YES
 bancos_cartoes                        | ativo                              | boolean                  |                          |                   |               | NO
 bancos_cartoes                        | observacoes                        | text                     |                          |                   |               | YES
 bancos_cartoes                        | created_at                         | timestamp with time zone |                          |                   |               | NO
 bancos_cartoes                        | updated_at                         | timestamp with time zone |                          |                   |               | NO
 bancos_cartoes                        | empresa_id                         | uuid                     |                          |                   |               | YES
 budget_planning_lines                 | id                                 | uuid                     |                          |                   |               | NO
 budget_planning_lines                 | user_id                            | uuid                     |                          |                   |               | NO
 budget_planning_lines                 | empresa_id                         | uuid                     |                          |                   |               | YES
 budget_planning_lines                 | plano_conta_id                     | uuid                     |                          |                   |               | NO
 budget_planning_lines                 | fiscal_year                        | integer                  |                          |                32 |             0 | NO
 budget_planning_lines                 | values                             | jsonb                    |                          |                   |               | NO
 budget_planning_lines                 | created_at                         | timestamp with time zone |                          |                   |               | YES
 budget_planning_lines                 | updated_at                         | timestamp with time zone |                          |                   |               | YES
 card_aliquotas_reforma                | id                                 | uuid                     |                          |                   |               | NO
 card_aliquotas_reforma                | ano                                | integer                  |                          |                32 |             0 | NO
 card_aliquotas_reforma                | aliquota_cbs                       | numeric                  |                          |                 8 |             6 | NO
 card_aliquotas_reforma                | aliquota_ibs                       | numeric                  |                          |                 8 |             6 | NO
 card_aliquotas_reforma                | observacao                         | text                     |                          |                   |               | YES
 card_aliquotas_reforma                | created_at                         | timestamp with time zone |                          |                   |               | YES
 card_aliquotas_reforma                | updated_at                         | timestamp with time zone |                          |                   |               | YES
 card_audit_logs                       | id                                 | uuid                     |                          |                   |               | NO
 card_audit_logs                       | user_id                            | uuid                     |                          |                   |               | NO
 card_audit_logs                       | acao                               | text                     |                          |                   |               | NO
 card_audit_logs                       | entidade                           | text                     |                          |                   |               | NO
 card_audit_logs                       | entidade_id                        | uuid                     |                          |                   |               | YES
 card_audit_logs                       | detalhes                           | jsonb                    |                          |                   |               | YES
 card_audit_logs                       | created_at                         | timestamp with time zone |                          |                   |               | YES
 card_dashboard_cache                  | id                                 | uuid                     |                          |                   |               | NO
 card_dashboard_cache                  | user_id                            | uuid                     |                          |                   |               | NO
 card_dashboard_cache                  | empresa_id                         | uuid                     |                          |                   |               | YES
 card_dashboard_cache                  | total_bruto                        | numeric                  |                          |                15 |             2 | YES
 card_dashboard_cache                  | total_liquido                      | numeric                  |                          |                15 |             2 | YES
 card_dashboard_cache                  | total_taxas                        | numeric                  |                          |                15 |             2 | YES
 card_dashboard_cache                  | total_transacoes                   | integer                  |                          |                32 |             0 | YES
 card_dashboard_cache                  | pendentes                          | integer                  |                          |                32 |             0 | YES
 card_dashboard_cache                  | conferidas                         | integer                  |                          |                32 |             0 | YES
 card_dashboard_cache                  | divergentes                        | integer                  |                          |                32 |             0 | YES
 card_dashboard_cache                  | chargebacks                        | integer                  |                          |                32 |             0 | YES
 card_dashboard_cache                  | por_adquirente                     | jsonb                    |                          |                   |               | YES
 card_dashboard_cache                  | por_bandeira                       | jsonb                    |                          |                   |               | YES
 card_dashboard_cache                  | split_cbs                          | numeric                  |                          |                15 |             2 | YES
 card_dashboard_cache                  | split_ibs                          | numeric                  |                          |                15 |             2 | YES
 card_dashboard_cache                  | split_liquido_projetado            | numeric                  |                          |                15 |             2 | YES
 card_dashboard_cache                  | cashflow_previsto                  | jsonb                    |                          |                   |               | YES
 card_dashboard_cache                  | atualizado_em                      | timestamp with time zone |                          |                   |               | YES
 card_importacoes                      | id                                 | uuid                     |                          |                   |               | NO
 card_importacoes                      | user_id                            | uuid                     |                          |                   |               | NO
 card_importacoes                      | empresa_id                         | uuid                     |                          |                   |               | YES
 card_importacoes                      | adquirente                         | text                     |                          |                   |               | NO
 card_importacoes                      | tipo_arquivo                       | text                     |                          |                   |               | NO
 card_importacoes                      | nome_arquivo                       | text                     |                          |                   |               | NO
 card_importacoes                      | tamanho_arquivo                    | integer                  |                          |                32 |             0 | YES
 card_importacoes                      | total_linhas                       | integer                  |                          |                32 |             0 | YES
 card_importacoes                      | total_importadas                   | integer                  |                          |                32 |             0 | YES
 card_importacoes                      | total_erros                        | integer                  |                          |                32 |             0 | YES
 card_importacoes                      | erros                              | jsonb                    |                          |                   |               | YES
 card_importacoes                      | status                             | text                     |                          |                   |               | YES
 card_importacoes                      | processado_em                      | timestamp with time zone |                          |                   |               | YES
 card_importacoes                      | criado_em                          | timestamp with time zone |                          |                   |               | YES
 card_relatorios_gerados               | id                                 | uuid                     |                          |                   |               | NO
 card_relatorios_gerados               | user_id                            | uuid                     |                          |                   |               | NO
 card_relatorios_gerados               | empresa_id                         | uuid                     |                          |                   |               | YES
 card_relatorios_gerados               | tipo_relatorio                     | text                     |                          |                   |               | NO
 card_relatorios_gerados               | periodo_inicio                     | date                     |                          |                   |               | NO
 card_relatorios_gerados               | periodo_fim                        | date                     |                          |                   |               | NO
 card_relatorios_gerados               | filtros                            | jsonb                    |                          |                   |               | YES
 card_relatorios_gerados               | total_transacoes                   | integer                  |                          |                32 |             0 | YES
 card_relatorios_gerados               | total_bruto                        | numeric                  |                          |                15 |             2 | YES
 card_relatorios_gerados               | total_liquido                      | numeric                  |                          |                15 |             2 | YES
 card_relatorios_gerados               | total_divergencias                 | integer                  |                          |                32 |             0 | YES
 card_relatorios_gerados               | nome_arquivo                       | text                     |                          |                   |               | YES
 card_relatorios_gerados               | tamanho_bytes                      | integer                  |                          |                32 |             0 | YES
 card_relatorios_gerados               | criado_em                          | timestamp with time zone |                          |                   |               | YES
 card_report_config                    | id                                 | uuid                     |                          |                   |               | NO
 card_report_config                    | user_id                            | uuid                     |                          |                   |               | NO
 card_report_config                    | empresa_id                         | uuid                     |                          |                   |               | YES
 card_report_config                    | nome_relatorio                     | text                     |                          |                   |               | NO
 card_report_config                    | tipo_relatorio                     | text                     |                          |                   |               | NO
 card_report_config                    | incluir_graficos                   | boolean                  |                          |                   |               | YES
 card_report_config                    | incluir_detalhamento_parcelas      | boolean                  |                          |                   |               | YES
 card_report_config                    | periodo_padrao_dias                | integer                  |                          |                32 |             0 | YES
 card_report_config                    | logo_empresa                       | boolean                  |                          |                   |               | YES
 card_report_config                    | criado_em                          | timestamp with time zone |                          |                   |               | YES
 card_report_config                    | atualizado_em                      | timestamp with time zone |                          |                   |               | YES
 card_simulacoes_salvas                | id                                 | uuid                     |                          |                   |               | NO
 card_simulacoes_salvas                | user_id                            | uuid                     |                          |                   |               | NO
 card_simulacoes_salvas                | empresa_id                         | uuid                     |                          |                   |               | YES
 card_simulacoes_salvas                | nome                               | text                     |                          |                   |               | NO
 card_simulacoes_salvas                | valor_bruto                        | numeric                  |                          |                15 |             2 | NO
 card_simulacoes_salvas                | taxa_mdr                           | numeric                  |                          |                 8 |             6 | NO
 card_simulacoes_salvas                | aliquota_cbs                       | numeric                  |                          |                 8 |             6 | NO
 card_simulacoes_salvas                | aliquota_ibs                       | numeric                  |                          |                 8 |             6 | NO
 card_simulacoes_salvas                | ano_referencia                     | integer                  |                          |                32 |             0 | NO
 card_simulacoes_salvas                | valor_mdr                          | numeric                  |                          |                15 |             2 | YES
 card_simulacoes_salvas                | valor_cbs                          | numeric                  |                          |                15 |             2 | YES
 card_simulacoes_salvas                | valor_ibs                          | numeric                  |                          |                15 |             2 | YES
 card_simulacoes_salvas                | valor_liquido                      | numeric                  |                          |                15 |             2 | YES
 card_simulacoes_salvas                | observacoes                        | text                     |                          |                   |               | YES
 card_simulacoes_salvas                | criado_em                          | timestamp with time zone |                          |                   |               | YES
 card_split_simulacoes                 | id                                 | uuid                     |                          |                   |               | NO
 card_split_simulacoes                 | user_id                            | uuid                     |                          |                   |               | NO
 card_split_simulacoes                 | transacao_id                       | uuid                     |                          |                   |               | YES
 card_split_simulacoes                 | valor_bruto                        | numeric                  |                          |                15 |             2 | NO
 card_split_simulacoes                 | valor_mdr                          | numeric                  |                          |                15 |             2 | NO
 card_split_simulacoes                 | valor_cbs                          | numeric                  |                          |                15 |             2 | NO
 card_split_simulacoes                 | valor_ibs                          | numeric                  |                          |                15 |             2 | NO
 card_split_simulacoes                 | valor_liquido_empresa              | numeric                  |                          |                15 |             2 | NO
 card_split_simulacoes                 | aliquota_cbs                       | numeric                  |                          |                 8 |             6 | NO
 card_split_simulacoes                 | aliquota_ibs                       | numeric                  |                          |                 8 |             6 | NO
 card_split_simulacoes                 | ano_referencia                     | integer                  |                          |                32 |             0 | NO
 card_split_simulacoes                 | observacoes                        | text                     |                          |                   |               | YES
